Citations,Tectonic Setting,Location,Location Comment,Latitude (Min),Latitude (Max),Longitude (Min),Longitude (Max),Land or Sea,Elevation (Min),Elevation (Max),Sample Name,Rock Name,"Age (a, Min)","Age (a, Max)",Geol,Age,Eruption Day,Eruption Month,Eruption Year,Rock Texture,Rock Type,Drill Depth (Min),Drill Depth (Max),Alteration,Mineral,Material,Si,Ti,B,Al,Cr,Fe3+,Fe2+,Fetot(2+),Ca,Mg,Mn,Ni,K,Na,P,H2O,H2OP,H2OM,H2Otot,CO2,CO,F,Cl,Cl2,OH,CH4,SO2,SO3,SO4,S,LOI,Volatiles,O,Others,HE(CCM/G),HE(CCMSTP/G),HE3(CCMSTP/G),HE3(AT/G),HE4(CCM/G),HE4(CCMSTP/G),HE4(AT/G),HE4(MOLE/G),HE4(NCC/G),HE(NCC/G),Li,Be,B,C,CO2,F,Na,Al,P,S,Cl,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Rb,Sr,Y,Zr,Nb,Mo,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Th,U,Nd143/Nd144,Nd143/Nd144 initial,e Nd,Sr87/Sr86,SR87_SR86_INI,PB206_PB204,PB206_PB204_INI,PB207_PB204,PB207_PB204_INI,PB208_PB204,PB208_PB204_INI,OS184_OS188,OS186_OS188,OS187_OS186,OS187_OS188,RE187_OS186,RE187_OS188,HF176_HF177,HE3_HE4,HE3_HE4(R/R(A)),HE4_HE3,HE4_HE3(R/R(A)),K40_AR40,AR40_K40,Unique Id
[8924],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / YELLOWKNIFE GREENSTONE BELT / BANTING GROUP / INGRAHAM FORMATION - SHOT LAKE MEMBER,,62.5,62.5,-114.5,-114.5,SUBAERIAL,,,s 98-YK-18 [8924],NOT GIVEN [8924],2660000000 [8924],2660000000 [8924],,ARCHEAN [8924],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [8924] ,238064.6455,7132.146,,99975.5139,,,,69024.24,37235.87,32383.248,1703.8076,,1079.195,32122.4081,436.421,38800,,,,7200,,,,,,,,,,100,46000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331,347,,,60,190,,90,,,,,,0,89,25,64,2.92,,,,,,,,,,,,,44,4.27,10.62,1.69,9.57,3.11,1.05,3.59,0.66,4.23,0.95,2.64,0.37,2.1,0.3,0.74,0.2,,,,,,,,,,,0.34,0.09,0.51277,,,,,,,,,,,,,,,,,,,,,,,,231568
[8924],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / YELLOWKNIFE GREENSTONE BELT / BANTING GROUP / INGRAHAM FORMATION - SHOT LAKE MEMBER,,62.5,62.5,-114.5,-114.5,SUBAERIAL,,,s 98-YK-19 [8924],NOT GIVEN [8924],2660000000 [8924],2660000000 [8924],,ARCHEAN [8924],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [8924] ,303178.341,2637.096,,76159.2189,,,,31092,30017.4,4341.888,464.6748,,17848.225,21810.5958,567.3473,18900,,,,32100,,,,,,,,,,0,51000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,21,,,7,37,,73,,,,,,55,219,12,148,3.97,,,,,,,,,,,,,526,40.92,76.02,8.58,22.12,3.27,1.09,2.91,0.38,2.07,0.35,1.05,0.15,0.93,0.15,3.25,0.42,,,,,,,,,,,11.73,2.97,0.5109,,,,,,,,,,,,,,,,,,,,,,,,231569
[8924],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / YELLOWKNIFE GREENSTONE BELT / BANTING GROUP / INGRAHAM FORMATION - SHOT LAKE MEMBER,,62.5,62.5,-114.5,-114.5,SUBAERIAL,,,s 98-YK-20 [8924],BASALT [8924],2660000000 [8924],2660000000 [8924],,ARCHEAN [8924],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [8924] ,226892.949,6892.41,,91613.3481,,,,87135.33,50314.88,35277.84,1781.2534,,2158.39,14317.8401,392.7789,55600,,,,6400,,,,,,,,,,9500,62000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311,249,,,50,74,,117,,,,,,6,215,20,65,3.26,,,,,,,,,,,,,0,4.63,12,1.84,11.96,3.61,1,3.31,0.6,3.78,0.83,2.36,0.35,2.27,0.35,1.25,0.22,,,,,,,,,,,0.48,0.18,0.51259,,,,,,,,,,,,,,,,,,,,,,,,231570
[8924],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / YELLOWKNIFE GREENSTONE BELT / BANTING GROUP / INGRAHAM FORMATION - SHOT LAKE MEMBER,,62.5,62.5,-114.5,-114.5,SUBAERIAL,,,s 98-YK-21 [8924],PORPHYRY [8924],2660000000 [8924],2660000000 [8924],,ARCHEAN [8924],,,,,VEIN,,,,,WHOLE_ROCK [8924] ,297943.069,2816.898,,77270.646,,,,29692.86,18725.14,12844.752,464.6748,,20504.705,29971.0228,654.6315,17500,,,,35500,,,,,,,,,,300,53000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,23,,,7,41,,41,,,,,,49,329,14,150,3.81,,,,,,,,,,,,,623,41.82,78.19,8.71,10.09,1.72,1.12,3.04,0.36,2.01,0.35,1.01,0.14,0.88,0.15,3.16,0.39,,,,,,,,,,,12.42,2.77,0.51094,,,,,,,,,,,,,,,,,,,,,,,,231571
[8924],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / YELLOWKNIFE GREENSTONE BELT / BANTING GROUP / INGRAHAM FORMATION - SHOT LAKE MEMBER,,62.5,62.5,-114.5,-114.5,SUBAERIAL,,,s 96-YK-25A [8924],PORPHYRY [8924],2660000000 [8924],2660000000 [8924],,ARCHEAN [8924],,,,,VEIN,,,,,WHOLE_ROCK [8924] ,291258.7485,2637.096,,73724.6643,,,,29071.02,21798.35,17548.464,464.6748,,24987.515,22255.71,610.9894,19500,,,,40300,,,,,,,,,,100,59800,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,64,23,,,9,22,5,45,,,,,,70,114,15,124,5,,,,,,,,,,,,,790,45.51,84.49,9.3,9.76,1.6,1.19,3.47,0.44,1.93,0.36,0.97,0.14,0.97,0.16,3.1,0.57,,,,,,,,,,,13.97,2.33,0.51096,,,,,,,,,,,,,,,,,,,,,,,,231572
[8924],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / YELLOWKNIFE GREENSTONE BELT / BANTING GROUP / INGRAHAM FORMATION - SHOT LAKE MEMBER,,62.5,62.5,-114.5,-114.5,SUBAERIAL,,,s 96-YK-25B [8924],PORPHYRY [8924],2660000000 [8924],2660000000 [8924],,ARCHEAN [8924],,,,,VEIN,,,,,WHOLE_ROCK [8924] ,293268.719,2816.898,,75418.2675,,,,32024.76,25014.5,13508.096,387.229,,19176.465,25816.6236,567.3473,21700,,,,27600,,,,,,,,,,100,49300,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,67,26,,,9,23,8,37,,,,,,60,196,14,130,6,,,,,,,,,,,,,799,39.55,75.9,8.66,12.88,2.14,1.2,3.64,0.48,2.29,0.43,1.15,0.16,1.07,0.17,3.2,0.49,,,,,,,,,,,12.56,2.85,0.51094,,,,,,,,,,,,,,,,,,,,,,,,231573
[8924],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / YELLOWKNIFE GREENSTONE BELT / BANTING GROUP / INGRAHAM FORMATION - GREYLING MEMBER,,62.5,62.5,-114.5,-114.5,SUBAERIAL,,,s 98-YK-26 [8924],NOT GIVEN [8924],2660000000 [8924],2660000000 [8924],,ARCHEAN [8924],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [8924] ,333281.155,1977.822,,44139.5334,,,,27671.88,39522.91,9769.248,774.458,,9546.725,9718.3267,480.0631,15600,,,,40400,,,,,,,,,,0,56000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,23,,,10,27,,39,,,,,,25,117,9,91,3.3,,,,,,,,,,,,,175,19.2,38.04,4.39,15.89,3.45,0.72,1.77,0.24,1.32,0.23,0.67,0.09,0.58,0.09,1.84,0.28,,,,,,,,,,,4.42,1.17,0.51189,,,,,,,,,,,,,,,,,,,,,,,,231574
[8924],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / YELLOWKNIFE GREENSTONE BELT / BANTING GROUP / INGRAHAM FORMATION - GREYLING MEMBER,,62.5,62.5,-114.5,-114.5,SUBAERIAL,,,s 98-YK-27 [8924],NOT GIVEN [8924],2660000000 [8924],2660000000 [8924],,ARCHEAN [8924],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [8924] ,280133.7955,4015.578,,71395.9599,,,,32413.41,55246.31,11035.632,929.3496,,4067.735,37537.9642,1003.7683,14800,,,,45200,,,,,,,,,,0,60000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,75,,,15,53,,59,,,,,,13,362,22,165,8.6,,,,,,,,,,,,,233,24.28,47.68,5.68,21.72,4.3,1.08,3.91,0.58,3.64,0.74,2.06,0.28,1.84,0.28,4.15,0.57,,,,,,,,,,,3.78,0.81,0.51134,,,,,,,,,,,,,,,,,,,,,,,,231575
[8924],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / YELLOWKNIFE GREENSTONE BELT / BANTING GROUP / INGRAHAM FORMATION - GREYLING MEMBER,,62.5,62.5,-114.5,-114.5,SUBAERIAL,,,s 98-YK-28 [8924],NOT GIVEN [8924],2660000000 [8924],2660000000 [8924],,ARCHEAN [8924],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [8924] ,282611.201,5094.39,,77694.0468,,,,60707.13,29517.11,27378.016,1084.2412,,2407.435,27597.0804,1178.3367,25800,,,,1200,,,,,,,,,,0,27000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143,103,,,27,68,,88,,,,,,5,191,26,178,9.84,,,,,,,,,,,,,144,22.32,46.17,5.62,27.35,5.68,1.51,4.18,0.66,4.12,0.83,2.3,0.32,2.01,0.3,3.26,0.6,,,,,,,,,,,3.18,0.7,0.51143,,,,,,,,,,,,,,,,,,,,,,,,231576
[8924],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / YELLOWKNIFE GREENSTONE BELT / BANTING GROUP / INGRAHAM FORMATION - GREYLING MEMBER,,62.5,62.5,-114.5,-114.5,SUBAERIAL,,,s 98-YK-29 [8924],NOT GIVEN [8924],2660000000 [8924],2660000000 [8924],,ARCHEAN [8924],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [8924] ,316780.6995,4015.578,,69226.0308,,,,32724.33,29159.76,14472.96,542.1206,,5977.08,24555.4667,1047.4104,19700,,,,10300,,,,,,,,,,0,30000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,74,,,12,36,,67,,,,,,23,205,22,164,8.73,,,,,,,,,,,,,158,25.3,49.96,5.95,21.9,4.33,1.01,3.94,0.6,3.57,0.7,1.97,0.27,1.72,0.26,3.97,0.58,,,,,,,,,,,3.81,0.86,0.51134,,,,,,,,,,,,,,,,,,,,,,,,231577
[8924],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / YELLOWKNIFE GREENSTONE BELT / BANTING GROUP / INGRAHAM FORMATION - GREYLING MEMBER,,62.5,62.5,-114.5,-114.5,SUBAERIAL,,,s 98-YK-30 [8924],NOT GIVEN [8924],2660000000 [8924],2660000000 [8924],,ARCHEAN [8924],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [8924] ,283218.8665,4195.38,,76582.6197,,,,47726.22,37235.87,19719.408,1084.2412,,1245.225,30045.2085,960.1262,25600,,,,24400,,,,,,,,,,0,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,83,,,19,58,,80,,,,,,1,217,22,180,9.16,,,,,,,,,,,,,0,23.47,47.58,5.76,21.66,4.34,1.22,3.76,0.59,3.55,0.7,1.97,0.29,1.72,0.27,3.95,0.62,,,,,,,,,,,4.17,0.91,0.51136,,,,,,,,,,,,,,,,,,,,,,,,231578
[8924],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / YELLOWKNIFE GREENSTONE BELT / BANTING GROUP / INGRAHAM FORMATION - GREYLING MEMBER,,62.5,62.5,-114.5,-114.5,SUBAERIAL,,,s 98-YK-43 [8924],PORPHYRY [8924],2660000000 [8924],2660000000 [8924],,ARCHEAN [8924],,,,,VEIN,,,,,WHOLE_ROCK [8924] ,304580.646,2697.03,,80604.9273,,,,30392.43,25872.14,10613.504,464.6748,,22829.125,25074.7666,567.3473,17200,,,,13800,,,,,,,,,,0,31000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,25,,,9,28,,63,,,,,,81,213,12,150,6.29,,,,,,,,,,,,,601,37.9,70.13,7.73,25.98,4.08,1.04,2.74,0.35,2.03,0.36,1.07,0.14,0.91,0.14,3.53,0.62,,,,,,,,,,,11.01,2.78,0.51089,,,,,,,,,,,,,,,,,,,,,,,,231579
[8924],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / YELLOWKNIFE GREENSTONE BELT / BANTING GROUP / PROSPEROUS FORMATION,,62.5,62.5,-114.5,-114.5,SUBAERIAL,,,s 98-YK-32 [8924],NOT GIVEN [8924],2660000000 [8924],2660000000 [8924],,ARCHEAN [8924],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [8924] ,285509.298,5154.324,,93095.2509,,,,45472.05,39880.26,13689.008,929.3496,,11373.055,23294.3098,1047.4104,12000,,,,0,,,,,,,,,,200,12000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,167,,,24,72,,92,,,,,,37,354,23,180,7.6,,,,,,,,,,,,,543,44.34,89.2,10.61,40.33,6.88,1.59,4.99,0.71,4.24,0.81,2.34,0.33,2.13,0.33,4.82,0.6,,,,,,,,,,,9.83,2.18,0.51101,,,,,,,,,,,,,,,,,,,,,,,,231580
[8924],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / YELLOWKNIFE GREENSTONE BELT / BANTING GROUP / PROSPEROUS FORMATION,,62.5,62.5,-114.5,-114.5,SUBAERIAL,,,s 98-YK-33 [8924],NOT GIVEN [8924],2660000000 [8924],2660000000 [8924],,ARCHEAN [8924],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [8924] ,327204.5,5214.258,,90766.5465,,,,28293.72,19225.43,7718.912,851.9038,,1826.33,6379.9702,610.9894,16000,,,,0,,,,,,,,,,0,16000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,89,,,23,33,,131,,,,,,2,167,21,196,7.33,,,,,,,,,,,,,39,31.25,60.34,7.04,27.15,5.06,1.29,3.75,0.55,3.21,0.61,1.64,0.23,1.44,0.23,5.22,0.61,,,,,,,,,,,8.43,2.05,0.5112,,,,,,,,,,,,,,,,,,,,,,,,231581
[8924],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / YELLOWKNIFE GREENSTONE BELT / BANTING GROUP / PROSPEROUS FORMATION,,62.5,62.5,-114.5,-114.5,SUBAERIAL,,,s 97SRC254 [8924],NOT GIVEN [8924],2660000000 [8924],2660000000 [8924],,ARCHEAN [8924],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [8924] ,324399.89,3296.37,,65680.0491,,,,39331.38,6217.89,17910.288,232.3374,,1909.345,37167.0357,654.6315,14800,,,,8900,,,,,,,,,,1000,23700,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,77,116,,,16,57,10,59,,,,,,5,250,14,112,2.45,,,,,,,,,,,,,66,30.42,63.07,7.33,31.23,5.2,0.79,3.38,0.44,2.06,0.4,1.16,0.19,1.08,0.2,3.17,,,,,,,,,,,,7.34,2.24,0.51118,,,,,,,,,,,,,,,,,,,,,,,,231582
[8924],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / YELLOWKNIFE GREENSTONE BELT / BANTING GROUP / PROSPEROUS FORMATION,,62.5,62.5,-114.5,-114.5,SUBAERIAL,,,s 97SRC350 [8924],NOT GIVEN [8924],2660000000 [8924],2660000000 [8924],,ARCHEAN [8924],,,,,SEDIMENTARY ROCK,,,,,WHOLE_ROCK [8924] ,315518.625,3775.842,,78646.6986,,,,40108.68,2572.92,16040.864,309.7832,,10210.845,32122.4081,392.7789,19200,,,,2300,,,,,,,,,,500,21500,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,99,136,,,7,48,6,69,,,,,,39,170,16,130,2.33,,,,,,,,,,,,,290,25.01,53.32,5.83,17.97,3.06,0.69,3.01,0.42,2.21,0.39,1.16,0.18,1.13,0.2,3.52,,,,,,,,,,,,6.62,2.27,0.51105,,,,,,,,,,,,,,,,,,,,,,,,231583
[8924],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / YELLOWKNIFE GREENSTONE BELT / BANTING GROUP / WEST YELLOWKNIFE BAY SUITE,OLD TOWN PENINSULA,62.5,62.5,-114.5,-114.5,SUBAERIAL,,,s 96-YK-14 [8924],NOT GIVEN [8924],2660000000 [8924],2660000000 [8924],,ARCHEAN [8924],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [8924] ,225911.3355,5693.73,,79863.9759,,,,93975.57,68468.26,40524.288,1548.916,,1494.27,15653.1827,349.1368,24000,,,,5800,,,,,,,,,,300,29800,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,204,245,,,43,145,79,93,,,,,,5,257,22,61,2,,,,,,,,,,,,,76,8.69,19.35,2.57,11.21,2.87,1.04,3.49,0.59,3.72,0.79,2.34,0.35,2.19,0.34,1.4,0.14,,,,,,,,,,,1.5,0.26,0.51194,,,,,,,,,,,,,,,,,,,,,,,,231584
[8924],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / YELLOWKNIFE GREENSTONE BELT / BANTING GROUP / WEST YELLOWKNIFE BAY SUITE,OLD TOWN PENINSULA,62.5,62.5,-114.5,-114.5,SUBAERIAL,,,s 96-YK-4 [8924],"GABBRO, HORNBLENDE [8924]",2660000000 [8924],2660000000 [8924],,ARCHEAN [8924],,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [8924] ,213430.821,14444.094,,54830.4036,,,,149630.25,52387.51,46554.688,1703.8076,,1660.3,10089.2552,349.1368,26300,,,,2700,,,,,,,,,,200,29000,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,718,135,,,60,123,134,121,,,,,,7,90,26,55,2,,,,,,,,,,,,,107,7.26,15.88,2.14,9.76,3.06,1.08,4,0.65,4.12,0.85,2.35,0.34,2.13,0.34,1.5,0.14,,,,,,,,,,,1.39,0.26,0.51249,,,,,,,,,,,,,,,,,,,,,,,,231585
[8924],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / YELLOWKNIFE GREENSTONE BELT / BANTING GROUP / WEST YELLOWKNIFE BAY SUITE,LATHAM ISLAND,62.5,62.5,-114.5,-114.5,SUBAERIAL,,,s 96-YK-5 [8924],NOT GIVEN [8924],2660000000 [8924],2660000000 [8924],,ARCHEAN [8924],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [8924] ,281349.1265,3176.502,,81134.1783,,,,36299.91,31518.27,8623.472,542.1206,,13365.415,35980.0645,610.9894,19700,,,,29100,,,,,,,,,,200,48800,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,79,31,,,11,19,34,107,,,,,,47,374,14,166,7,,,,,,,,,,,,,557,36.96,73.04,8.27,28.85,4.5,1.22,3.43,0.48,2.25,0.43,1.12,0.16,1.03,0.17,3.9,0.55,,,,,,,,,,,9.89,2.29,0.51093,,,,,,,,,,,,,,,,,,,,,,,,231586
[8924],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / YELLOWKNIFE GREENSTONE BELT / BANTING GROUP / WEST YELLOWKNIFE BAY SUITE,DRILL CORE S1957,62.5,62.5,-114.5,-114.5,SUBAERIAL,,,s GM-18 [8924],NOT GIVEN [8924],2660000000 [8924],2660000000 [8924],,ARCHEAN [8924],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [8924] ,295044.972,2457.294,,74359.7655,,,,25728.63,24871.56,10673.808,542.1206,,21998.975,22775.0099,610.9894,66000,,,,,,,,,,,,,,,66000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,25,,,6,5,,46,,,,,,64,243,11,140,2.13,,,,,,,,,,,,,527,36.52,67.62,7.51,17.84,2.76,0.85,2.34,0.29,1.78,0.26,0.85,0.09,0.66,0.1,2.83,0.29,,,,,,,,,,,9.47,1.95,0.5109,,,,,,,,,,,,,,,,,,,,,,,,231587
[8924],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / YELLOWKNIFE GREENSTONE BELT / BANTING GROUP / WEST YELLOWKNIFE BAY SUITE,DRILL CORE S1957,62.5,62.5,-114.5,-114.5,SUBAERIAL,,,s GM-19 [8924],NOT GIVEN [8924],2660000000 [8924],2660000000 [8924],,ARCHEAN [8924],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [8924] ,310610.5575,2457.294,,77641.1217,,,,19587.96,18582.2,7899.824,929.3496,,20836.765,26113.3664,567.3473,48000,,,,,,,,,,,,,,,48000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,22,,,3,7,,23,,,,,,64,250,11,146,2.5,,,,,,,,,,,,,558,29.01,57.38,6.63,22.97,3.49,0.92,2.29,0.26,1.59,0.24,0.76,0.09,0.61,0.1,2.98,0.33,,,,,,,,,,,9.31,1.72,0.51083,,,,,,,,,,,,,,,,,,,,,,,,231588
[8924],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / YELLOWKNIFE GREENSTONE BELT / BANTING GROUP / WEST YELLOWKNIFE BAY SUITE,NAVIGATION ISLAND,62.5,62.5,-114.5,-114.5,SUBAERIAL,,,s 98-YK-2 [8924],"GABBRO, HORNBLENDE [8924]",2660000000 [8924],2660000000 [8924],,ARCHEAN [8924],,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [8924] ,218151.9145,4135.446,,96006.1314,,,,82471.53,68253.85,44323.44,1316.5786,,5478.99,13650.1688,261.8526,36000,,,,,,,,,,,,,,400,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209,272,,,44,162,,85,,,,,,13,189,14,30,1.16,,,,,,,,,,,,,158,5.56,12.34,1.64,7.13,1.99,0.71,2.33,0.42,2.88,0.66,1.99,0.28,1.95,0.32,0.94,0.11,,,,,,,,,,,0.83,0.16,,,,,,,,,,,,,,,,,,,,,,,,,231589
[8924],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / YELLOWKNIFE GREENSTONE BELT / BANTING GROUP / WEST YELLOWKNIFE BAY SUITE,NAVIGATION ISLAND,62.5,62.5,-114.5,-114.5,SUBAERIAL,,,s 98-YK-3 [8924],"GABBRO, HORNBLENDE [8924]",2660000000 [8924],2660000000 [8924],,ARCHEAN [8924],,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [8924] ,222125.112,6173.202,,84468.4596,,,,95918.82,66752.98,41489.152,1548.916,,2407.435,14540.3972,305.4947,35000,,,,,,,,,,,,,,100,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237,238,,,48,150,,102,,,,,,2,181,21,47,1.5,,,,,,,,,,,,,130,6.94,15.11,2.03,10.63,3.04,0.88,3.24,0.54,3.7,0.81,2.38,0.35,2.19,0.34,1.26,0.12,,,,,,,,,,,1.21,0.24,0.51229,,,,,,,,,,,,,,,,,,,,,,,,231590
[8924],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / YELLOWKNIFE GREENSTONE BELT / BANTING GROUP / WEST YELLOWKNIFE BAY SUITE,NAVIGATION ISLAND,62.5,62.5,-114.5,-114.5,SUBAERIAL,,,s 98-YK-4 [8924],NOT GIVEN [8924],2660000000 [8924],2660000000 [8924],,ARCHEAN [8924],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [8924] ,212262.2335,5933.466,,89231.7186,,,,105246.42,59820.39,44745.568,1703.8076,,1328.24,15578.997,392.7789,40000,,,,1000,,,,,,,,,,100,41000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268,272,,,49,149,,109,,,,,,0,345,20,52,2.3,,,,,,,,,,,,,63,5.81,13.26,1.84,8.46,2.45,0.93,3.31,0.57,3.94,0.88,2.57,0.37,2.4,0.34,1.19,0.17,,,,,,,,,,,0.78,0.17,0.51244,,,,,,,,,,,,,,,,,,,,,,,,231591
[8924],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / YELLOWKNIFE GREENSTONE BELT / BANTING GROUP / WEST YELLOWKNIFE BAY SUITE,MOSHER ISLAND,62.5,62.5,-114.5,-114.5,SUBAERIAL,,,s 98-YK-10 [8924],NOT GIVEN [8924],2660000000 [8924],2660000000 [8924],,ARCHEAN [8924],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [8924] ,238158.1325,6233.136,,83674.5831,,,,81694.23,60463.62,39076.992,1239.1328,,664.12,18917.3535,480.0631,33400,,,,600,,,,,,,,,,100,34000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212,223,,,44,146,,91,,,,,,0,316,20,64,2.74,,,,,,,,,,,,,0,11.37,24.62,3.24,14.8,3.57,1.11,3.46,0.56,3.61,0.78,2.34,0.33,2.21,0.33,1.72,0.2,,,,,,,,,,,1.85,0.34,0.51176,,,,,,,,,,,,,,,,,,,,,,,,231592
[8924],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / YELLOWKNIFE GREENSTONE BELT / BANTING GROUP / WEST YELLOWKNIFE BAY SUITE,JOLIFFE ISLAND,62.5,62.5,-114.5,-114.5,SUBAERIAL,,,s 98-YK-22 [8924],"GABBRO, HORNBLENDE [8924]",2660000000 [8924],2660000000 [8924],,ARCHEAN [8924],,,,,PLUTONIC ROCK,,,,,WHOLE_ROCK [8924] ,218292.145,3536.106,,87908.5911,,,,74232.15,79546.11,50655.36,1394.0244,,1577.285,14317.8401,261.8526,37600,,,,5400,,,,,,,,,,300,43000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,704,,,40,122,,161,,,,,,0,247,10,29,1.03,,,,,,,,,,,,,19,5.62,11.9,1.6,6.71,1.67,0.66,2,0.35,2.24,0.48,1.38,0.2,1.32,0.21,0.81,0.09,,,,,,,,,,,0.59,0.13,0.51191,,,,,,,,,,,,,,,,,,,,,,,,231593
